trick_number,trick_name,stance,part,caption_seconds,family,subfamily,modifiers,sibling_key,youtube_url
430,pressure flip crossfoot,Regular,5,133.3,Kickflips,Kickflip,Pressure|Crossfoot,pressure flip crossfoot,https://www.youtube.com/watch?v=XD_CmCkpskc
431,backside 180 impossible late flip,Regular,5,136.2,Impossible,None,Late|Backside|180,backside 180 impossible late flip,https://www.youtube.com/watch?v=XD_CmCkpskc
432,kickflip late heelflip,Regular,5,145.3,Kickflips,Kickflip,Late,kickflip late heelflip,https://www.youtube.com/watch?v=XD_CmCkpskc
433,fakie backside anti bigspin,Fakie,5,158.3,Shuv-its,Bigspin,Anti|Backside,backside anti bigspin,https://www.youtube.com/watch?v=XD_CmCkpskc
434,fakie backside 180 impossible,Fakie,5,163.4,Impossible,None,Backside|180,backside 180 impossible,https://www.youtube.com/watch?v=XD_CmCkpskc
435,switch varial double flip,Switch,5,166.6,Kickflips,Varial Flip,Double,varial double flip,https://www.youtube.com/watch?v=XD_CmCkpskc
436,fakie varial half flip anti casper flip,Fakie,5,169.2,Kickflips,Varial Flip,Anti|Half,varial half flip anti casper flip,https://www.youtube.com/watch?v=XD_CmCkpskc
437,backside shuv under double flip,Regular,5,171.5,Shuv-its,Shuv-it,Double|Backside|Underflip,backside shuv under double flip,https://www.youtube.com/watch?v=XD_CmCkpskc
438,backside shuv underflip body varial,Regular,5,173.7,Shuv-its,Shuv-it,Body Varial|Backside|Underflip,backside shuv underflip body varial,https://www.youtube.com/watch?v=XD_CmCkpskc
439,backside shuv under double flip body varial,Regular,5,176.3,Shuv-its,Shuv-it,Body Varial|Double|Backside|Underflip,backside shuv under double flip body varial,https://www.youtube.com/watch?v=XD_CmCkpskc
440,360 shuv underflip body varial,Regular,5,178.9,Shuv-its,Shuv-it,Body Varial|360|Underflip,360 shuv underflip body varial,https://www.youtube.com/watch?v=XD_CmCkpskc
441,casper flip body varial,Regular,5,181,Casper / Hospital,Casper,Body Varial,casper flip body varial,https://www.youtube.com/watch?v=XD_CmCkpskc
442,360 shuv under triple flip,Regular,5,184.1,Shuv-its,Shuv-it,Triple|360|Underflip,360 shuv under triple flip,https://www.youtube.com/watch?v=XD_CmCkpskc
443,nollie hospital heel,Nollie,5,192,Casper / Hospital,Hospital,,hospital heel,https://www.youtube.com/watch?v=XD_CmCkpskc
444,nollie triple kickflip,Nollie,5,196.2,Kickflips,Kickflip,Triple,triple kickflip,https://www.youtube.com/watch?v=XD_CmCkpskc
445,switch pressure backside heel,Switch,5,199.6,Heelflips,Heelflip,Pressure|Backside,pressure backside heel,https://www.youtube.com/watch?v=XD_CmCkpskc
446,switch pressure heel body varial,Switch,5,207.1,Heelflips,Heelflip,Pressure|Body Varial,pressure heel body varial,https://www.youtube.com/watch?v=XD_CmCkpskc
447,switch pressure heel,Switch,5,209.3,Heelflips,Heelflip,Pressure,pressure heel,https://www.youtube.com/watch?v=XD_CmCkpskc
448,double cancel flip,Regular,5,212,Kickflips,Kickflip,Late|Cancel|Double,double cancel flip,https://www.youtube.com/watch?v=XD_CmCkpskc
449,fakie triple kickflip,Fakie,5,220.1,Kickflips,Kickflip,Triple,triple kickflip,https://www.youtube.com/watch?v=XD_CmCkpskc
450,switch frontside shuv body varial,Switch,5,228.1,Shuv-its,Shuv-it,Body Varial|Frontside,frontside shuv body varial,https://www.youtube.com/watch?v=XD_CmCkpskc
451,nollie backside shuv body varial,Nollie,5,230.2,Shuv-its,Shuv-it,Body Varial|Backside,backside shuv body varial,https://www.youtube.com/watch?v=XD_CmCkpskc
452,pressure half flip cancel flip,Regular,5,231.8,Kickflips,Kickflip,Pressure|Late|Cancel|Half,pressure half flip cancel flip,https://www.youtube.com/watch?v=XD_CmCkpskc
453,late hard double flip,Regular,5,234.7,Kickflips,Hardflip,Late|Double,late hard double flip,https://www.youtube.com/watch?v=XD_CmCkpskc
454,frontside 360 double kickflip,Regular,5,242,Kickflips,Kickflip,Double|Frontside|360,frontside 360 double kickflip,https://www.youtube.com/watch?v=XD_CmCkpskc
455,quadruple kickflip,Regular,5,245.3,Kickflips,Kickflip,Quadruple,quadruple kickflip,https://www.youtube.com/watch?v=XD_CmCkpskc
456,frontside triple kickflip,Regular,5,257,Kickflips,Kickflip,Triple|Frontside,frontside triple kickflip,https://www.youtube.com/watch?v=XD_CmCkpskc
457,monster flip,Regular,5,262.1,Shuv-its,Monster,,monster flip,https://www.youtube.com/watch?v=XD_CmCkpskc
458,fakie monster flip,Fakie,5,269.3,Shuv-its,Monster,,monster flip,https://www.youtube.com/watch?v=XD_CmCkpskc
459,fakie frontside bigspin flip,Fakie,5,276.9,Kickflips,Bigflip,Frontside,frontside bigspin flip,https://www.youtube.com/watch?v=XD_CmCkpskc
460,fakie hardflip late flip,Fakie,5,282,Kickflips,Hardflip,Late,hardflip late flip,https://www.youtube.com/watch?v=XD_CmCkpskc
461,switch late hardflip,Switch,5,287.7,Kickflips,Hardflip,Late,late hardflip,https://www.youtube.com/watch?v=XD_CmCkpskc
462,nollie late backside shuv,Nollie,5,295.2,Shuv-its,Shuv-it,Late|Backside,late backside shuv,https://www.youtube.com/watch?v=XD_CmCkpskc
463,nollie late hardflip,Nollie,5,297.3,Kickflips,Hardflip,Late,late hardflip,https://www.youtube.com/watch?v=XD_CmCkpskc
464,frontside flip late flip,Regular,5,299.7,Kickflips,Kickflip,Late|Frontside,frontside flip late flip,https://www.youtube.com/watch?v=XD_CmCkpskc
465,bigspin dolphin flip,Regular,5,307.4,Shuv-its,Bigspin,,bigspin dolphin flip,https://www.youtube.com/watch?v=XD_CmCkpskc
466,fakie 360 forward flip,Fakie,5,312.1,Forward / Dolphin,Forward,360,360 forward flip,https://www.youtube.com/watch?v=XD_CmCkpskc
467,nollie pressure hardflip body varial,Nollie,5,320,Kickflips,Hardflip,Pressure|Body Varial,pressure hardflip body varial,https://www.youtube.com/watch?v=XD_CmCkpskc
468,switch front foot impossible late hardflip,Switch,5,322.7,Impossible,None,Late|Front Foot,front foot impossible late hardflip,https://www.youtube.com/watch?v=XD_CmCkpskc
469,fakie 360 flip body varial,Fakie,5,331.7,Kickflips,360 Flip / Tre,Body Varial|360,360 flip body varial,https://www.youtube.com/watch?v=XD_CmCkpskc
470,varial half heel cancel flip,Regular,5,334.9,Heelflips,Heelflip,Late|Cancel|Half,varial half heel cancel flip,https://www.youtube.com/watch?v=XD_CmCkpskc
471,frontside 360 pressure kickflip,Regular,5,339.9,Kickflips,Kickflip,Pressure|Frontside|360,frontside 360 pressure kickflip,https://www.youtube.com/watch?v=XD_CmCkpskc
472,pressure hard double flip,Regular,5,347.5,Kickflips,Hardflip,Pressure|Double,pressure hard double flip,https://www.youtube.com/watch?v=XD_CmCkpskc
473,nollie backside shuv rewind,Nollie,5,349.9,Shuv-its,Shuv-it,Rewind|Backside,backside shuv rewind,https://www.youtube.com/watch?v=XD_CmCkpskc
474,nollie backside bigspin late flip,Nollie,5,354.1,Shuv-its,Bigspin,Late|Backside,backside bigspin late flip,https://www.youtube.com/watch?v=XD_CmCkpskc
475,nollie backside gazelle spin,Nollie,5,358.5,Shuv-its,Gazelle,Backside|Body Varial,backside gazelle spin,https://www.youtube.com/watch?v=XD_CmCkpskc
476,nollie backside 360 heelflip,Nollie,5,361.2,Heelflips,Heelflip,Backside|360,backside 360 heelflip,https://www.youtube.com/watch?v=XD_CmCkpskc
477,nollie late heelflip,Nollie,5,363.6,Heelflips,Heelflip,Late,late heelflip,https://www.youtube.com/watch?v=XD_CmCkpskc
478,backside 540 shuv body varial,Regular,5,366.4,Shuv-its,Shuv-it,Body Varial|Backside|540,backside 540 shuv body varial,https://www.youtube.com/watch?v=XD_CmCkpskc
479,nollie frontside flip underflip,Nollie,5,368.7,Kickflips,Kickflip,Frontside|Underflip,frontside flip underflip,https://www.youtube.com/watch?v=XD_CmCkpskc
480,frontside shuv late hardflip,Regular,5,374.7,Shuv-its,Shuv-it,Late|Frontside,frontside shuv late hardflip,https://www.youtube.com/watch?v=XD_CmCkpskc
481,backside shuv late double flip,Regular,5,377.2,Shuv-its,Shuv-it,Late|Double|Backside,backside shuv late double flip,https://www.youtube.com/watch?v=XD_CmCkpskc
482,fakie late heelflip,Fakie,5,380.1,Heelflips,Heelflip,Late,late heelflip,https://www.youtube.com/watch?v=XD_CmCkpskc
483,fakie frontside late heelflip,Fakie,5,382.3,Heelflips,Heelflip,Late|Frontside,frontside late heelflip,https://www.youtube.com/watch?v=XD_CmCkpskc
484,fakie late double heelflip,Fakie,5,385,Heelflips,Heelflip,Late|Double,late double heelflip,https://www.youtube.com/watch?v=XD_CmCkpskc
485,fakie backside late heelflip,Fakie,5,392.8,Heelflips,Heelflip,Late|Backside,backside late heelflip,https://www.youtube.com/watch?v=XD_CmCkpskc
486,double kickflip frontside body varial,Regular,5,395.2,Kickflips,Kickflip,Body Varial|Double|Frontside,double kickflip frontside body varial,https://www.youtube.com/watch?v=XD_CmCkpskc
487,triple kickflip frontside body varial,Regular,5,397.2,Kickflips,Kickflip,Body Varial|Triple|Frontside,triple kickflip frontside body varial,https://www.youtube.com/watch?v=XD_CmCkpskc
488,fakie double kickflip frontside body varial,Fakie,5,399.9,Kickflips,Kickflip,Body Varial|Double|Frontside,double kickflip frontside body varial,https://www.youtube.com/watch?v=XD_CmCkpskc
489,backside triple kickflip,Regular,5,402.2,Kickflips,Kickflip,Triple|Backside,backside triple kickflip,https://www.youtube.com/watch?v=XD_CmCkpskc
490,backside bigspin triple flip,Regular,5,404.7,Kickflips,Bigflip,Triple|Backside,backside bigspin triple flip,https://www.youtube.com/watch?v=XD_CmCkpskc
491,switch backside shuv body varial,Switch,5,411.8,Shuv-its,Shuv-it,Body Varial|Backside,backside shuv body varial,https://www.youtube.com/watch?v=XD_CmCkpskc
492,nollie frontside shuv body varial,Nollie,5,414.2,Shuv-its,Shuv-it,Body Varial|Frontside,frontside shuv body varial,https://www.youtube.com/watch?v=XD_CmCkpskc
493,nollie frontside shuv rewind,Nollie,5,416.1,Shuv-its,Shuv-it,Rewind|Frontside,frontside shuv rewind,https://www.youtube.com/watch?v=XD_CmCkpskc
494,fakie backside shuv rewind,Fakie,5,418.3,Shuv-its,Shuv-it,Rewind|Backside,backside shuv rewind,https://www.youtube.com/watch?v=XD_CmCkpskc
495,fakie pressure heelflip body varial,Fakie,5,422.9,Heelflips,Heelflip,Pressure|Body Varial,pressure heelflip body varial,https://www.youtube.com/watch?v=XD_CmCkpskc
496,pressure heelflip 360 body varial,Regular,5,425.2,Heelflips,Heelflip,Pressure|Body Varial|360,pressure heelflip 360 body varial,https://www.youtube.com/watch?v=XD_CmCkpskc
497,fakie 360 shuv underflip,Fakie,5,428,Shuv-its,Shuv-it,360|Underflip,360 shuv underflip,https://www.youtube.com/watch?v=XD_CmCkpskc
498,fakie 360 shuv under double flip,Fakie,5,430.1,Shuv-its,Shuv-it,Double|360|Underflip,360 shuv under double flip,https://www.youtube.com/watch?v=XD_CmCkpskc
499,fakie bigspin underflip,Fakie,5,432.2,Shuv-its,Bigspin,Underflip,bigspin underflip,https://www.youtube.com/watch?v=XD_CmCkpskc
500,switch 540 front foot impossible frontside 180,Switch,5,434.7,Impossible,None,Front Foot|Frontside|180|540,540 front foot impossible frontside 180,https://www.youtube.com/watch?v=XD_CmCkpskc
501,360 semi flip,Regular,6,1.6,Kickflips,Kickflip,Semi|360,360 semi flip,https://www.youtube.com/watch?v=GLpC3pRebuI
502,switch late frontside flip,Switch,6,8.8,Kickflips,Kickflip,Late|Frontside,late frontside flip,https://www.youtube.com/watch?v=GLpC3pRebuI
503,bigspin semi flip,Regular,6,11.5,Shuv-its,Bigspin,Semi,bigspin semi flip,https://www.youtube.com/watch?v=GLpC3pRebuI
504,bigspin semi double flip,Regular,6,16.4,Shuv-its,Bigspin,Semi|Double,bigspin semi double flip,https://www.youtube.com/watch?v=GLpC3pRebuI
505,frontside biggerspin heel,Regular,6,22.3,Heelflips,Big Heel,Frontside,frontside biggerspin heel,https://www.youtube.com/watch?v=GLpC3pRebuI
506,backside shuv late flip body varial,Regular,6,27.7,Shuv-its,Shuv-it,Late|Body Varial|Backside,backside shuv late flip body varial,https://www.youtube.com/watch?v=GLpC3pRebuI
507,switch frontside double flip,Switch,6,31.7,Kickflips,Kickflip,Double|Frontside,frontside double flip,https://www.youtube.com/watch?v=GLpC3pRebuI
508,pressure flip late flip,Regular,6,34.4,Kickflips,Kickflip,Pressure|Late,pressure flip late flip,https://www.youtube.com/watch?v=GLpC3pRebuI
509,pressure kickflip frontside body varial,Regular,6,36.4,Kickflips,Kickflip,Pressure|Body Varial|Frontside,pressure kickflip frontside body varial,https://www.youtube.com/watch?v=GLpC3pRebuI
510,pressure frontside anti bigspin flip,Regular,6,40.6,Kickflips,Bigflip,Pressure|Anti|Frontside,pressure frontside anti bigspin flip,https://www.youtube.com/watch?v=GLpC3pRebuI
511,pressure hardflip rewind,Regular,6,45.6,Kickflips,Hardflip,Pressure|Rewind,pressure hardflip rewind,https://www.youtube.com/watch?v=GLpC3pRebuI
512,frontside 360 shuv body varial,Regular,6,48.2,Shuv-its,Shuv-it,Body Varial|Frontside|360,frontside 360 shuv body varial,https://www.youtube.com/watch?v=GLpC3pRebuI
513,switch frontside bigspin late flip,Switch,6,50.8,Shuv-its,Bigspin,Late|Frontside,frontside bigspin late flip,https://www.youtube.com/watch?v=GLpC3pRebuI
514,fakie backside 360 biggerspin,Fakie,6,56.2,Shuv-its,Biggerspin,Backside|360,backside 360 biggerspin,https://www.youtube.com/watch?v=GLpC3pRebuI
515,backside 360 biggerspin,Regular,6,61.7,Shuv-its,Biggerspin,Backside|360,backside 360 biggerspin,https://www.youtube.com/watch?v=GLpC3pRebuI
516,backside 720 shuv,Regular,6,66.9,Shuv-its,Shuv-it,Backside|720,backside 720 shuv,https://www.youtube.com/watch?v=GLpC3pRebuI
517,nollie frontside double flip,Nollie,6,71.5,Kickflips,Kickflip,Double|Frontside,frontside double flip,https://www.youtube.com/watch?v=GLpC3pRebuI
518,nollie varial double flip,Nollie,6,73.9,Kickflips,Varial Flip,Double,varial double flip,https://www.youtube.com/watch?v=GLpC3pRebuI
519,nollie varial flip body varial,Nollie,6,78.3,Kickflips,Varial Flip,Body Varial,varial flip body varial,https://www.youtube.com/watch?v=GLpC3pRebuI
520,switch varial flip body varial,Switch,6,80.7,Kickflips,Varial Flip,Body Varial,varial flip body varial,https://www.youtube.com/watch?v=GLpC3pRebuI
521,switch 360 flip body varial,Switch,6,84.4,Kickflips,360 Flip / Tre,Body Varial|360,360 flip body varial,https://www.youtube.com/watch?v=GLpC3pRebuI
522,fakie backside triple flip,Fakie,6,89,Kickflips,Kickflip,Triple|Backside,backside triple flip,https://www.youtube.com/watch?v=GLpC3pRebuI
